% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.210000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.200379232e+01 +4.279379232e+01 +4.279379232e+01 -5.7909e-02 +3.0541e-01
19 0 +5.076897183e+01 +4.155897183e+01 +4.155897183e+01 -1.5549e-02 +4.2466e-01
31 0 +4.783304057e+01 +3.862304057e+01 +3.862304057e+01 -5.1887e-02 +7.2188e-01
49 0 +4.586744309e+01 +3.665744309e+01 +3.665744309e+01 -6.7563e-02 +9.2001e-01
82 0 +4.163923528e+01 +3.242923528e+01 +3.242923528e+01 +4.7911e-02 +1.3313e+00
103 0 +3.178765384e+01 +2.257765384e+01 +2.257765384e+01 +7.2762e-01 +2.2485e+00
117 0 +2.953348068e+01 +2.032348068e+01 +2.032348068e+01 +6.9772e-01 +2.4769e+00
131 0 +2.914184416e+01 +1.993184416e+01 +1.993184416e+01 +4.8785e-01 +2.5370e+00
151 0 +2.333555952e+01 +1.412555952e+01 +1.412555952e+01 +6.3999e-01 +3.1024e+00
153 0 +7.792703482e+00 -1.417296518e+00 -1.417296518e+00 +2.0746e+00 +4.5133e+00
199 0 +2.313893985e+00 -6.896106015e+00 -6.896106015e+00 +2.6861e+00 +6.2180e+00
202 0 +1.264618939e+00 -7.945381061e+00 -7.945381061e+00 +3.7354e+00 +5.8364e+00
220 0 +1.071169409e+00 -8.138830591e+00 -8.138830591e+00 +3.9288e+00 +6.0900e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.559900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.847395278e+01 +7.144639528e+02 +7.144639528e+02 +6.2342e-02 +3.5363e-01
2 0 +5.506143833e+01 +7.110514383e+02 +7.110514383e+02 -3.4588e-01 -2.8444e-02
4 0 +5.446963183e+01 +7.104596318e+02 +7.104596318e+02 -3.5948e-03 -5.3396e-02
5 0 +5.235361910e+01 +7.083436191e+02 +7.083436191e+02 +1.9828e-01 -2.4481e-01
33 0 +5.119815397e+01 +7.071881540e+02 +7.071881540e+02 +2.1385e-01 -3.5880e-01
56 0 +4.886955599e+01 +7.048595560e+02 +7.048595560e+02 +2.3065e-01 -5.8998e-01
63 0 +4.642211963e+01 +7.024121196e+02 +7.024121196e+02 +5.0546e-01 -8.0724e-01
82 0 +4.521083946e+01 +7.012008395e+02 +7.012008395e+02 +2.4974e-01 -9.5394e-01
95 0 +4.341710422e+01 +6.994071042e+02 +6.994071042e+02 +4.2570e-01 -1.1157e+00
106 0 +3.609578680e+01 +6.920857868e+02 +6.920857868e+02 +1.0943e+00 -1.7810e+00
132 0 +2.001737610e+01 +6.760073761e+02 +6.760073761e+02 +1.6472e+00 -3.3335e+00
150 0 +1.952167326e+01 +6.755116733e+02 +6.755116733e+02 +1.6687e+00 -3.3810e+00
151 0 +7.278668725e+00 +6.632686687e+02 +6.632686687e+02 +2.6135e+00 -4.5108e+00
176 0 +2.630634668e+00 +6.586206347e+02 +6.586206347e+02 +2.5283e+00 -4.9841e+00
179 0 +1.732185134e+00 +6.577221851e+02 +6.577221851e+02 +3.2678e+00 -8.6233e+00
202 0 +9.058743807e-01 +6.568958744e+02 +6.568958744e+02 +4.0941e+00 -9.0090e+00
224 0 +4.758066259e-02 +6.560375807e+02 +6.560375807e+02 +4.9524e+00 -9.8836e+00
225 0 +0.000000000e+00 +6.559900000e+02 +6.559900000e+02 +5.6071e+00 -1.0311e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.671000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.237773794e+01 +1.190877379e+02 +1.190877379e+02 -1.7947e-01 -2.4428e-01
31 0 +5.145746309e+01 +1.181674631e+02 +1.181674631e+02 -8.7771e-02 -3.4548e-01
