% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.769156744e+02 +2.148256744e+02 +2.148256744e+02 +1.2440e+00 -6.7195e-01 +2.9147e+00 +4.9962e+00 -3.8925e+00
2 0 +4.014489599e+02 -6.064104011e+01 -6.064104011e+01 -1.3873e+00 +4.6147e+00 -3.7972e+00 -2.6111e+00 -1.9181e+00
3 0 +2.575381045e+02 -2.045518955e+02 -2.045518955e+02 +2.6400e+00 -3.7634e+00 +3.5610e+00 +1.6800e+00 +4.6278e+00
7 0 +2.366411656e+02 -2.254488344e+02 -2.254488344e+02 -9.9366e-01 +1.6554e+00 +1.1932e+00 -3.2315e+00 -4.9221e-01
9 0 +2.214491270e+02 -2.406408730e+02 -2.406408730e+02 +1.4748e+00 +4.4509e+00 +1.1209e+00 -1.4722e+00 -1.3995e+00
15 0 +1.461848315e+02 -3.159051685e+02 -3.159051685e+02 -2.9178e+00 +3.2112e+00 +3.0195e+00 -2.7807e+00 +9.0262e-01
57 0 +8.939334721e+01 -3.726966528e+02 -3.726966528e+02 +2.6656e+00 +5.0000e+00 +1.2792e+00 +5.5480e-01 +3.0692e+00
77 0 +7.816513956e+01 -3.839248604e+02 -3.839248604e+02 -1.5546e+00 +4.4509e+00 +1.1209e+00 -1.4722e+00 +3.4015e+00
151 0 +5.669004427e+01 -4.053999557e+02 -4.053999557e+02 +8.1513e-01 +3.1916e+00 +3.1842e+00 -2.1465e-01 +1.7327e+00
271 0 +4.879346799e+01 -4.132965320e+02 -4.132965320e+02 +8.1513e-01 +3.1916e+00 +3.1842e+00 -2.1465e-01 +1.5629e+00
453 0 +4.574526164e+01 -4.163447384e+02 -4.163447384e+02 -4.5875e+00 +1.4156e+00 +3.3484e+00 +1.1809e+00 +2.2029e+00
483 0 +3.942810341e+01 -4.226618966e+02 -4.226618966e+02 +8.3410e-01 +3.9941e+00 +1.8254e+00 +2.6459e-01 +1.6082e+00
541 0 +3.777220375e+01 -4.243177962e+02 -4.243177962e+02 +3.5227e-01 +3.1688e+00 +2.2152e+00 +2.6352e-01 +1.1207e+00
609 0 +3.218497465e+01 -4.299050253e+02 -4.299050253e+02 -2.9178e+00 +2.9071e+00 +1.6852e+00 +6.6784e-01 +2.7061e+00
711 0 +2.909727327e+01 -4.329927267e+02 -4.329927267e+02 -2.5179e+00 +3.1916e+00 +2.2842e+00 -2.1465e-01 +1.5629e+00
729 0 +2.104798322e+01 -4.410420168e+02 -4.410420168e+02 -1.4832e+00 +2.9071e+00 +1.6852e+00 +6.6784e-01 +2.7061e+00
973 0 +1.892965858e+01 -4.431603414e+02 -4.431603414e+02 -2.5258e+00 +3.1839e+00 +1.6669e+00 +1.1809e+00 +2.0434e+00
1101 0 +1.637435026e+01 -4.457156497e+02 -4.457156497e+02 -2.3225e+00 +3.1688e+00 +2.2514e+00 -2.2502e-01 +2.6874e+00
1225 0 +1.038439874e+01 -4.517056013e+02 -4.517056013e+02 -2.2080e+00 +3.0588e+00 +2.2168e+00 +1.2088e+00 +2.3502e+00
1657 0 +5.819430681e+00 -4.562705693e+02 -4.562705693e+02 -2.3070e+00 +2.2754e+00 +2.2233e+00 +3.3875e-01 +2.3480e+00
1771 0 +4.447060075e+00 -4.576429399e+02 -4.576429399e+02 -2.2511e+00 +3.0669e+00 +2.2138e+00 +7.1164e-01 +2.6606e+00
2057 0 +3.077554792e+00 -4.590124452e+02 -4.590124452e+02 -2.3070e+00 +2.2754e+00 +2.2233e+00 +3.3875e-01 +2.6833e+00
2241 0 +2.316636461e+00 -4.597733635e+02 -4.597733635e+02 -2.3247e+00 +2.3103e+00 +2.2332e+00 +1.2014e+00 +2.6607e+00
2297 0 +1.682863434e+00 -4.604071366e+02 -4.604071366e+02 -2.3070e+00 +2.2754e+00 +2.2233e+00 +7.1555e-01 +1.9846e+00
2497 0 +1.500946325e+00 -4.605890537e+02 -4.605890537e+02 -2.3487e+00 +2.2754e+00 +2.2233e+00 +7.1555e-01 +1.9846e+00
2617 0 +1.377357800e+00 -4.607126422e+02 -4.607126422e+02 -2.3487e+00 +2.2754e+00 +2.2233e+00 +7.2100e-01 +1.9846e+00
2681 0 +1.189494879e+00 -4.609005051e+02 -4.609005051e+02 -2.3247e+00 +2.3103e+00 +2.2564e+00 +7.3812e-01 +2.2992e+00
2715 0 +5.827183872e-01 -4.615072816e+02 -4.615072816e+02 -2.3372e+00 +2.3198e+00 +2.2378e+00 +7.2311e-01 +2.3053e+00
2755 0 +2.944085386e-01 -4.617955915e+02 -4.617955915e+02 -2.3372e+00 +2.3198e+00 +2.2255e+00 +7.2311e-01 +2.3053e+00
3081 0 +1.822607646e-01 -4.619077392e+02 -4.619077392e+02 -2.3247e+00 +2.2929e+00 +2.2087e+00 +7.3812e-01 +2.2992e+00
3693 0 +1.244145629e-01 -4.619655854e+02 -4.619655854e+02 -2.3294e+00 +2.3045e+00 +2.2260e+00 +7.2782e-01 +2.2998e+00
3751 0 +7.999714409e-02 -4.620100029e+02 -4.620100029e+02 -2.3365e+00 +2.2966e+00 +2.2087e+00 +7.2661e-01 +2.3050e+00
3907 0 +1.861984014e-02 -4.620713802e+02 -4.620713802e+02 -2.3392e+00 +2.3032e+00 +2.2150e+00 +7.2658e-01 +2.3020e+00
3947 0 +1.818256379e-02 -4.620718174e+02 -4.620718174e+02 -2.3392e+00 +2.3032e+00 +2.2150e+00 +7.2941e-01 +2.3020e+00
