% f evaluations | g evaluations | best noise-free fitness - Fopt (3.590000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.965926547e+06 +1.965962447e+06 +1.965962447e+06 +5.2138e-03 -7.7752e-01 -3.2273e+00 +4.1581e+00 -4.1813e+00 +1.0735e+00 +2.9907e+00 -1.5464e+00 +2.3320e+00 -4.3035e-01 -3.2660e+00 -3.8505e+00 +2.9030e+00 -9.7878e-01 +1.3985e+00 +3.7329e+00 +2.2743e+00 -4.8877e+00 -3.0821e+00 -1.7438e+00
2 0 +1.222098971e+06 +1.222134871e+06 +1.222134871e+06 +4.2404e+00 -2.9932e+00 +3.4334e+00 +4.4407e+00 +2.3167e+00 -2.3862e+00 +3.8978e+00 -4.5870e+00 +4.1626e+00 -2.9083e+00 -1.0406e+00 -2.4649e+00 +2.0365e+00 -2.1772e+00 -3.7414e+00 +2.0054e+00 -2.1479e+00 +8.0898e-01 -8.9093e-01 -2.1740e+00
7 0 +9.804211669e+05 +9.804570669e+05 +9.804570669e+05 +1.1478e+00 -1.0552e+00 +2.1198e+00 +4.7476e+00 -4.3473e+00 -3.8687e+00 +1.6681e+00 +1.4757e-01 -3.1635e+00 +2.5705e+00 +1.9228e+00 +3.9932e+00 -1.7598e+00 -1.7077e+00 -3.2245e+00 +6.6107e-01 -1.0787e+00 +4.2357e+00 -8.3754e-01 -6.6803e-01
24 0 +7.435377207e+05 +7.435736207e+05 +7.435736207e+05 -7.1242e-01 -4.4726e+00 +2.1240e+00 +2.6516e+00 -3.6617e+00 +2.2888e+00 +2.5367e+00 -8.0851e-01 -2.2597e+00 -4.0456e+00 -2.6796e+00 -2.3258e+00 -4.5378e+00 -2.8221e+00 +3.6548e-01 -2.1057e+00 -5.2329e-01 +3.7095e+00 +6.8962e-01 -3.8249e+00
27 0 +5.806649168e+05 +5.807008168e+05 +5.807008168e+05 +4.8400e-01 +4.6935e+00 +3.8636e+00 -4.1021e+00 +2.3352e+00 -3.4516e+00 -9.3762e-01 -1.2603e+00 -4.0778e+00 -3.9809e+00 +1.6544e+00 +4.1898e+00 -6.5509e-02 -3.8655e+00 -3.8994e+00 -3.2743e+00 -6.4362e-01 +3.6296e+00 -6.6980e-01 -4.1619e+00
47 0 +5.621482017e+05 +5.621841017e+05 +5.621841017e+05 +1.6502e+00 -3.2185e+00 +4.9076e+00 +3.0671e+00 +2.6941e+00 -2.9638e+00 -1.5147e+00 -3.9521e+00 -3.4020e+00 -4.0579e+00 -1.9880e+00 -8.3668e-01 -1.3592e+00 +1.5810e+00 +4.6563e+00 -1.7731e+00 -9.3674e-01 +3.4226e+00 +1.4237e-02 +1.5696e+00
728 0 +5.493828783e+05 +5.494187783e+05 +5.494187783e+05 +6.8300e-01 +2.3824e-01 +2.9520e-01 -4.7702e-02 -7.6031e-01 -8.3376e-01 +2.0662e-01 -7.4377e-01 -3.2548e-01 -1.2563e-01 +4.9749e-01 +6.0078e-01 -2.6913e-01 +7.6802e-01 +5.7055e-01 -4.8455e-01 +8.8277e-02 +3.3433e-01 -8.0267e-01 -7.2133e-01
731 0 +5.310432555e+05 +5.310791555e+05 +5.310791555e+05 +5.6868e-01 +1.0293e+00 +6.3354e-01 -5.3641e-02 -3.1679e-01 -9.9990e-01 +3.7507e-01 -5.1427e-01 -4.7512e-01 -3.2418e-01 +7.1150e-01 +7.9879e-01 +1.0562e-01 +1.2769e+00 +8.1197e-01 -8.5861e-01 -8.4556e-02 +2.1656e-01 -7.0245e-01 -1.7030e-01
818 0 +5.134200696e+05 +5.134559696e+05 +5.134559696e+05 +6.4443e-01 +4.5529e-01 +6.2080e-01 +1.9143e-01 -3.1850e-01 -1.2459e+00 +3.8364e-02 -6.0112e-01 -7.4217e-01 +2.2754e-01 -1.4726e-01 +1.5290e-01 -2.0147e-01 +8.8331e-01 +5.3540e-01 -7.8753e-01 +2.7730e-02 +7.4390e-01 -2.8920e-01 -3.1910e-01
820 0 +4.434830007e+05 +4.435189007e+05 +4.435189007e+05 +1.0469e+00 +7.3576e-01 +7.6091e-01 -3.3689e-01 -1.4328e-01 -1.3591e+00 -2.0339e-01 -9.2202e-01 -7.3085e-01 -3.0300e-01 +2.2315e-01 +8.1959e-01 -6.1337e-01 +8.4264e-01 +8.1628e-01 -1.1590e+00 +3.6870e-01 +9.2478e-01 -1.6004e-01 +1.2842e-01
911 0 +3.888446729e+05 +3.888805729e+05 +3.888805729e+05 +8.5034e-01 +9.8975e-01 +7.5198e-01 -6.1183e-01 -7.7544e-01 -2.0107e+00 -1.1031e-01 -1.1081e+00 -2.2796e-01 -7.8105e-02 +2.2677e-01 +2.4973e-01 -5.4255e-01 +5.9693e-01 +1.1976e+00 -1.0031e+00 +3.2933e-01 +9.4461e-01 +4.5843e-02 -6.4227e-01
1003 0 +3.205936219e+05 +3.206295219e+05 +3.206295219e+05 +1.0978e+00 +1.5366e+00 +9.8161e-01 -7.4696e-01 -8.4223e-01 -2.0473e+00 +2.5443e-01 -1.1597e+00 -5.0748e-01 +3.7545e-01 +9.8724e-01 +6.3807e-01 +4.4886e-01 +1.0701e+00 +1.0478e+00 -8.6465e-01 -4.7139e-01 +1.6390e+00 -1.1249e+00 -7.2104e-01
1098 0 +2.999096201e+05 +2.999455201e+05 +2.999455201e+05 +1.1441e+00 +1.4150e+00 +1.2262e+00 +4.0711e-01 -4.3619e-01 -1.7748e+00 -7.0664e-02 -9.1339e-01 -9.0945e-01 +2.8257e-02 +3.6599e-01 +1.2921e+00 -6.1260e-01 +5.5606e-01 +1.3339e+00 -1.4986e+00 -2.7086e-01 +1.5069e+00 -8.7824e-01 -4.2172e-01
1194 0 +2.932883199e+05 +2.933242199e+05 +2.933242199e+05 -2.0359e-01 +8.0430e-01 +1.4271e+00 +4.5821e-01 -4.1077e-01 -1.7375e+00 -2.4478e-01 -1.2371e+00 -9.8060e-01 +3.3711e-02 +5.2085e-01 +6.0709e-01 -7.3456e-01 -7.8992e-02 +2.1209e+00 -1.5394e+00 +1.4899e-01 +1.6874e+00 -1.1217e+00 -5.2636e-01
1279 0 +1.929904641e+05 +1.930263641e+05 +1.930263641e+05 +5.4544e-01 +2.7040e+00 +1.0352e+00 -2.0448e-01 -5.9180e-01 -1.0706e+00 +2.3949e-01 -1.3471e+00 -1.8330e+00 -5.1586e-02 +9.2225e-04 +1.0603e+00 -6.4107e-01 +2.4887e-01 +2.4415e+00 -1.9845e+00 +1.1049e+00 +2.4815e+00 -1.8758e+00 -5.3314e-01
1379 0 +1.869534474e+05 +1.869893474e+05 +1.869893474e+05 +6.8514e-01 +2.4356e+00 +1.8098e+00 +2.1185e-01 -1.3153e+00 -8.2457e-01 +3.0491e-01 -2.5152e+00 -1.2946e+00 +7.6022e-02 -6.1464e-02 +1.0968e+00 -6.6116e-01 +1.3384e-01 +2.5994e+00 -2.3208e+00 -2.7984e-01 +1.4872e+00 -1.9298e+00 -6.8691e-01
1461 0 +1.654782177e+05 +1.655141177e+05 +1.655141177e+05 +6.9407e-01 +2.8533e+00 +6.9673e-01 +8.9769e-01 +1.6073e-01 -7.1265e-01 -9.3118e-01 -2.8007e+00 -1.6612e+00 -1.3785e+00 +1.9944e-01 +1.6431e+00 -7.1455e-01 +7.4989e-01 +2.4135e+00 -2.4059e+00 +3.5594e-01 +3.2930e+00 -1.3710e+00 -1.2468e+00
