% f evaluations | g evaluations | best noise-free fitness - Fopt (1.026100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.441728041e+02 +8.467828041e+02 +8.467828041e+02 -3.1237e+00 -5.0924e-01 +4.8292e+00 -1.5134e-01 +3.4663e+00 -3.6816e+00 +3.9143e+00 +1.9922e+00 +3.3431e+00 -7.9014e-01 -4.1153e+00 +3.3588e+00 +2.1274e+00 -2.7050e+00 -2.8735e+00 +3.7310e+00 +1.0822e-01 -1.5033e+00 -2.5915e+00 -3.3280e+00
2 0 +6.650466964e+02 +7.676566964e+02 +7.676566964e+02 -4.5037e+00 +3.7684e+00 -2.6232e+00 +1.5796e+00 -3.1802e+00 -3.7398e+00 +3.6146e+00 +1.5252e+00 +3.8784e+00 -3.5162e-01 -1.9236e-01 -3.5017e+00 +1.4582e+00 -1.5555e+00 -2.9073e+00 -5.6872e-02 -2.5265e+00 -3.4799e+00 +1.5019e+00 -1.7947e+00
67 0 +6.440914564e+02 +7.467014564e+02 +7.467014564e+02 +2.2560e+00 -3.3160e+00 -9.7943e-01 +1.2493e+00 +1.8910e+00 -1.9078e+00 -6.3877e-01 -3.3358e+00 +1.6951e+00 -2.0513e+00 -2.3589e+00 -1.5155e+00 +1.7326e+00 -2.9673e+00 +3.4703e+00 -4.3746e+00 +1.9352e+00 -3.5727e+00 -3.6913e-01 +8.3067e-01
103 0 +4.614954990e+02 +5.641054990e+02 +5.641054990e+02 +2.2691e+00 +3.2606e+00 -2.6232e+00 +1.5796e+00 -3.1802e+00 -3.7398e+00 -1.3591e+00 -1.3081e+00 +3.8784e+00 -3.5162e-01 -1.9236e-01 -1.0763e+00 +2.7527e+00 -1.5555e+00 -2.9073e+00 -5.6872e-02 -2.5265e+00 -3.4799e+00 +1.5019e+00 -3.8763e-01
177 0 +4.405499497e+02 +5.431599497e+02 +5.431599497e+02 +3.6908e+00 +2.3557e+00 +2.2863e+00 +1.1006e+00 -1.2106e+00 -3.5658e+00 -1.2486e+00 +1.0924e+00 +7.5093e-01 +2.4911e+00 +1.5081e+00 -1.1063e+00 -1.8576e-01 -1.0539e+00 -1.8139e+00 +4.0399e-01 -2.0868e+00 -2.3661e+00 +1.1195e+00 +4.7384e+00
223 0 +3.730010923e+02 +4.756110923e+02 +4.756110923e+02 +4.6099e+00 +3.2606e+00 -2.6232e+00 -8.1724e-01 +1.2195e+00 +1.1495e+00 -1.3591e+00 -1.3081e+00 -1.0930e+00 -3.5162e-01 -1.9236e-01 -1.0763e+00 -6.3726e-01 -1.5555e+00 -2.9073e+00 -5.6872e-02 -2.5265e+00 -3.4799e+00 +1.5019e+00 -3.8763e-01
627 0 +3.124597627e+02 +4.150697627e+02 +4.150697627e+02 +3.5062e-01 +1.2431e-01 -1.7684e+00 +1.5246e+00 -2.7948e+00 -2.2797e+00 -4.7616e-01 -3.3358e+00 -1.2045e+00 -2.0513e+00 -2.3589e+00 -1.3871e+00 +8.3930e-01 +2.6542e+00 +1.2379e-01 -1.7022e+00 -1.3963e+00 -2.9936e-01 -1.5210e-01 +1.6609e+00
1023 0 +2.841393622e+02 +3.867493622e+02 +3.867493622e+02 +5.5757e-01 +8.8699e-02 -2.8800e+00 -8.1724e-01 +4.9091e-01 +1.1495e+00 -1.3591e+00 -1.3081e+00 -1.0930e+00 +2.7677e+00 -1.9236e-01 -1.0763e+00 -6.3726e-01 -9.6166e-01 -2.9073e+00 -3.3879e+00 +4.2292e-02 -1.7272e+00 +1.5019e+00 +5.6341e-01
1143 0 +2.385964658e+02 +3.412064658e+02 +3.412064658e+02 +5.5757e-01 +3.4739e+00 -2.8800e+00 -8.1724e-01 +4.9091e-01 +1.1495e+00 -1.3591e+00 -1.3081e+00 -1.1053e+00 +2.7677e+00 -1.9236e-01 -1.0763e+00 -6.3726e-01 +8.4410e-01 -2.8339e+00 -3.3378e+00 +4.2292e-02 -2.9122e+00 +1.5019e+00 +5.6341e-01
1605 0 +2.226465290e+02 +3.252565290e+02 +3.252565290e+02 +1.5493e+00 +2.3846e+00 -1.1673e+00 +2.6461e+00 -1.6017e+00 -2.0218e+00 -2.8284e-01 -1.6310e+00 +6.6344e-01 +3.1844e-01 -1.4642e+00 -2.7165e-01 -6.8350e-01 -8.0857e-01 -1.5366e+00 +1.7361e-01 -1.4194e+00 -1.1088e+00 +3.1152e+00 +1.2173e+00
