% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.098800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.487454281e+06 +8.487244401e+06 +8.487244401e+06
2 0 +4.436959162e+06 +4.436749282e+06 +4.436749282e+06
60 0 +3.356090603e+06 +3.355880723e+06 +3.355880723e+06
163 0 +3.231528999e+06 +3.231319119e+06 +3.231319119e+06
411 0 +2.547650059e+06 +2.547440179e+06 +2.547440179e+06
421 0 +2.392354954e+06 +2.392145074e+06 +2.392145074e+06
535 0 +2.255050732e+06 +2.254840852e+06 +2.254840852e+06
566 0 +1.753220081e+06 +1.753010201e+06 +1.753010201e+06
1031 0 +1.733110905e+06 +1.732901025e+06 +1.732901025e+06
1035 0 +1.656915638e+06 +1.656705758e+06 +1.656705758e+06
1036 0 +1.428218155e+06 +1.428008275e+06 +1.428008275e+06
1144 0 +1.323935566e+06 +1.323725686e+06 +1.323725686e+06
1154 0 +1.168363500e+06 +1.168153620e+06 +1.168153620e+06
1212 0 +1.120737558e+06 +1.120527678e+06 +1.120527678e+06
1263 0 +1.052243583e+06 +1.052033703e+06 +1.052033703e+06
1310 0 +9.603230313e+05 +9.601131513e+05 +9.601131513e+05
1314 0 +8.647093056e+05 +8.644994256e+05 +8.644994256e+05
1322 0 +8.231235498e+05 +8.229136698e+05 +8.229136698e+05
1347 0 +7.428826266e+05 +7.426727466e+05 +7.426727466e+05
1420 0 +7.292471047e+05 +7.290372247e+05 +7.290372247e+05
1426 0 +5.949501874e+05 +5.947403074e+05 +5.947403074e+05
1549 0 +5.848502163e+05 +5.846403363e+05 +5.846403363e+05
1565 0 +4.845487086e+05 +4.843388286e+05 +4.843388286e+05
1772 0 +4.623834996e+05 +4.621736196e+05 +4.621736196e+05
1818 0 +4.377663912e+05 +4.375565112e+05 +4.375565112e+05
1848 0 +4.327962391e+05 +4.325863591e+05 +4.325863591e+05
1885 0 +3.821868918e+05 +3.819770118e+05 +3.819770118e+05
2071 0 +3.675655258e+05 +3.673556458e+05 +3.673556458e+05
2110 0 +3.613370017e+05 +3.611271217e+05 +3.611271217e+05
2243 0 +3.225321474e+05 +3.223222674e+05 +3.223222674e+05
2293 0 +3.006027434e+05 +3.003928634e+05 +3.003928634e+05
2346 0 +2.776768731e+05 +2.774669931e+05 +2.774669931e+05
2394 0 +2.714747716e+05 +2.712648916e+05 +2.712648916e+05
2422 0 +2.609242284e+05 +2.607143484e+05 +2.607143484e+05
2539 0 +2.539947689e+05 +2.537848889e+05 +2.537848889e+05
2618 0 +2.435696892e+05 +2.433598092e+05 +2.433598092e+05
2717 0 +2.379085019e+05 +2.376986219e+05 +2.376986219e+05
2849 0 +2.310255119e+05 +2.308156319e+05 +2.308156319e+05
2882 0 +2.251903480e+05 +2.249804680e+05 +2.249804680e+05
3012 0 +2.174352778e+05 +2.172253978e+05 +2.172253978e+05
3040 0 +2.012130784e+05 +2.010031984e+05 +2.010031984e+05
3204 0 +1.895744509e+05 +1.893645709e+05 +1.893645709e+05
3340 0 +1.789701478e+05 +1.787602678e+05 +1.787602678e+05
3347 0 +1.753650588e+05 +1.751551788e+05 +1.751551788e+05
3483 0 +1.655069923e+05 +1.652971123e+05 +1.652971123e+05
3493 0 +1.559121087e+05 +1.557022287e+05 +1.557022287e+05
3558 0 +1.536012243e+05 +1.533913443e+05 +1.533913443e+05
3621 0 +1.402769186e+05 +1.400670386e+05 +1.400670386e+05
3641 0 +1.315935288e+05 +1.313836488e+05 +1.313836488e+05
3685 0 +1.269566096e+05 +1.267467296e+05 +1.267467296e+05
3762 0 +1.250550343e+05 +1.248451543e+05 +1.248451543e+05
3809 0 +1.200008839e+05 +1.197910039e+05 +1.197910039e+05
3814 0 +1.143182127e+05 +1.141083327e+05 +1.141083327e+05
3877 0 +1.023512848e+05 +1.021414048e+05 +1.021414048e+05
4013 0 +9.900522803e+04 +9.879534803e+04 +9.879534803e+04
4067 0 +9.208224299e+04 +9.187236299e+04 +9.187236299e+04
4111 0 +8.951941760e+04 +8.930953760e+04 +8.930953760e+04
4116 0 +8.629842231e+04 +8.608854231e+04 +8.608854231e+04
4127 0 +8.159127706e+04 +8.138139706e+04 +8.138139706e+04
4194 0 +8.063928003e+04 +8.042940003e+04 +8.042940003e+04
4239 0 +7.568894707e+04 +7.547906707e+04 +7.547906707e+04
4273 0 +7.255266324e+04 +7.234278324e+04 +7.234278324e+04
4321 0 +7.154838862e+04 +7.133850862e+04 +7.133850862e+04
4358 0 +6.964148222e+04 +6.943160222e+04 +6.943160222e+04
4363 0 +6.872115216e+04 +6.851127216e+04 +6.851127216e+04
4378 0 +6.755509384e+04 +6.734521384e+04 +6.734521384e+04
4406 0 +6.376788990e+04 +6.355800990e+04 +6.355800990e+04
4442 0 +6.296282118e+04 +6.275294118e+04 +6.275294118e+04
4457 0 +6.133842300e+04 +6.112854300e+04 +6.112854300e+04
4547 0 +5.799096916e+04 +5.778108916e+04 +5.778108916e+04
4611 0 +5.721394067e+04 +5.700406067e+04 +5.700406067e+04
4794 0 +5.332758044e+04 +5.311770044e+04 +5.311770044e+04
4824 0 +5.045350041e+04 +5.024362041e+04 +5.024362041e+04
4839 0 +4.855940886e+04 +4.834952886e+04 +4.834952886e+04
4952 0 +4.728282398e+04 +4.707294398e+04 +4.707294398e+04
4959 0 +4.676193491e+04 +4.655205491e+04 +4.655205491e+04
5052 0 +4.543103966e+04 +4.522115966e+04 +4.522115966e+04
5066 0 +4.441153112e+04 +4.420165112e+04 +4.420165112e+04
