% f evaluations | g evaluations | best noise-free fitness - Fopt (1.238300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.879748187e+01 +1.626274819e+02 +1.626274819e+02 +3.0639e-01 -3.5735e-02
2 0 +3.284709358e+01 +1.566770936e+02 +1.566770936e+02 +2.2847e-01 +1.0679e-01
3 0 +5.524225061e+00 +1.293542251e+02 +1.293542251e+02 +1.0268e-02 -2.2450e-01
4 0 +4.213258955e+00 +1.280432590e+02 +1.280432590e+02 -2.4415e-02 -1.6695e-01
19 0 +4.006592969e+00 +1.278365930e+02 +1.278365930e+02 -2.4415e-02 -1.9647e-01
31 0 +2.399838586e+00 +1.262298386e+02 +1.262298386e+02 -7.0370e-02 -5.1141e-02
32 0 +3.473371416e-01 +1.241773371e+02 +1.241773371e+02 -1.4606e-01 -1.1078e-01
80 0 +2.066170425e-01 +1.240366170e+02 +1.240366170e+02 -1.5448e-01 -2.5778e-02
103 0 +1.968954166e-01 +1.240268954e+02 +1.240268954e+02 -1.7424e-01 +1.2407e-01
121 0 +1.373175039e-01 +1.239673175e+02 +1.239673175e+02 -1.6843e-01 +1.2565e-02
128 0 +1.277309817e-01 +1.239577310e+02 +1.239577310e+02 -1.6729e-01 +3.6185e-02
133 0 +1.243834549e-01 +1.239543835e+02 +1.239543835e+02 -1.6782e-01 +5.5109e-02
165 0 +9.081592610e-02 +1.239208159e+02 +1.239208159e+02 -1.2885e-01 +2.3563e-01
191 0 +6.671865723e-02 +1.238967187e+02 +1.238967187e+02 -1.3792e-01 +2.1819e-01
468 0 +5.816011244e-02 +1.238881601e+02 +1.238881601e+02 -1.4011e-01 +2.5648e-01
477 0 +5.541591286e-02 +1.238854159e+02 +1.238854159e+02 -1.3932e-01 +2.4427e-01
489 0 +4.019630445e-02 +1.238701963e+02 +1.238701963e+02 -1.2725e-01 +3.1791e-01
562 0 +3.912925186e-02 +1.238691293e+02 +1.238691293e+02 -1.1962e-01 +3.2656e-01
563 0 +3.366590268e-02 +1.238636659e+02 +1.238636659e+02 -1.2140e-01 +3.4285e-01
587 0 +2.747713524e-02 +1.238574771e+02 +1.238574771e+02 -1.1268e-01 +3.9124e-01
599 0 +2.259974872e-02 +1.238525997e+02 +1.238525997e+02 -1.0723e-01 +4.1276e-01
635 0 +1.839574208e-02 +1.238483957e+02 +1.238483957e+02 -8.1543e-02 +4.9508e-01
658 0 +1.734308014e-02 +1.238473431e+02 +1.238473431e+02 -7.4229e-02 +5.6462e-01
676 0 +1.214978071e-02 +1.238421498e+02 +1.238421498e+02 -8.9002e-02 +4.9009e-01
700 0 +1.012175097e-02 +1.238401218e+02 +1.238401218e+02 -6.9413e-02 +5.4906e-01
737 0 +7.938835381e-03 +1.238379388e+02 +1.238379388e+02 -7.5836e-02 +5.4536e-01
753 0 +1.832873069e-03 +1.238318329e+02 +1.238318329e+02 -3.8280e-02 +6.7097e-01
805 0 +2.166769685e-04 +1.238302167e+02 +1.238302167e+02 -3.7879e-02 +6.8038e-01
914 0 +1.319233955e-05 +1.238300132e+02 +1.238300132e+02 -3.2053e-02 +6.9929e-01
1087 0 +3.047077911e-06 +1.238300030e+02 +1.238300030e+02 -3.0000e-02 +7.0640e-01
1147 0 +2.361258638e-06 +1.238300024e+02 +1.238300024e+02 -3.0985e-02 +7.0321e-01
1197 0 +2.139918834e-06 +1.238300021e+02 +1.238300021e+02 -3.0928e-02 +7.0340e-01
1206 0 +5.110642149e-07 +1.238300005e+02 +1.238300005e+02 -2.9655e-02 +7.0782e-01
1448 0 +4.005308512e-07 +1.238300004e+02 +1.238300004e+02 -3.0408e-02 +7.0531e-01
1499 0 +3.646034372e-07 +1.238300004e+02 +1.238300004e+02 -2.9686e-02 +7.0776e-01
