% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.235000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.153816461e+02 +6.303164610e+01 +6.303164610e+01
2 0 +1.089052730e+02 +5.655527298e+01 +5.655527298e+01
5 0 +1.067720326e+02 +5.442203256e+01 +5.442203256e+01
7 0 +1.000015401e+02 +4.765154009e+01 +4.765154009e+01
14 0 +9.264754182e+01 +4.029754182e+01 +4.029754182e+01
82 0 +8.985648359e+01 +3.750648359e+01 +3.750648359e+01
88 0 +8.720329669e+01 +3.485329669e+01 +3.485329669e+01
113 0 +8.598266227e+01 +3.363266227e+01 +3.363266227e+01
133 0 +8.491257512e+01 +3.256257512e+01 +3.256257512e+01
140 0 +8.195209958e+01 +2.960209958e+01 +2.960209958e+01
161 0 +7.851092895e+01 +2.616092895e+01 +2.616092895e+01
197 0 +7.262433888e+01 +2.027433888e+01 +2.027433888e+01
257 0 +7.114609569e+01 +1.879609569e+01 +1.879609569e+01
260 0 +6.793296518e+01 +1.558296518e+01 +1.558296518e+01
265 0 +6.739449118e+01 +1.504449118e+01 +1.504449118e+01
293 0 +6.580290113e+01 +1.345290113e+01 +1.345290113e+01
316 0 +6.329793116e+01 +1.094793116e+01 +1.094793116e+01
331 0 +6.216543517e+01 +9.815435174e+00 +9.815435174e+00
347 0 +6.010579345e+01 +7.755793455e+00 +7.755793455e+00
381 0 +5.852504707e+01 +6.175047066e+00 +6.175047066e+00
383 0 +5.678524080e+01 +4.435240796e+00 +4.435240796e+00
409 0 +5.601324177e+01 +3.663241767e+00 +3.663241767e+00
441 0 +5.120036885e+01 -1.149631150e+00 -1.149631150e+00
1057 0 +4.875156886e+01 -3.598431139e+00 -3.598431139e+00
1549 0 +4.576499180e+01 -6.585008202e+00 -6.585008202e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.795400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.457636129e+01 -9.496363871e+01 -9.496363871e+01
2 0 +8.094439944e+01 -9.859560056e+01 -9.859560056e+01
15 0 +7.649922703e+01 -1.030407730e+02 -1.030407730e+02
17 0 +7.307927758e+01 -1.064607224e+02 -1.064607224e+02
25 0 +7.070444750e+01 -1.088355525e+02 -1.088355525e+02
102 0 +6.550751335e+01 -1.140324867e+02 -1.140324867e+02
395 0 +6.333869689e+01 -1.162013031e+02 -1.162013031e+02
1401 0 +6.290872727e+01 -1.166312727e+02 -1.166312727e+02
3193 0 +6.047843374e+01 -1.190615663e+02 -1.190615663e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.731000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.758375217e+01 +1.548937522e+02 +1.548937522e+02
2 0 +6.790306163e+01 +1.452130616e+02 +1.452130616e+02
6 0 +6.336602182e+01 +1.406760218e+02 +1.406760218e+02
10 0 +5.693097762e+01 +1.342409776e+02 +1.342409776e+02
79 0 +5.269659640e+01 +1.300065964e+02 +1.300065964e+02
136 0 +5.238206739e+01 +1.296920674e+02 +1.296920674e+02
144 0 +5.084385468e+01 +1.281538547e+02 +1.281538547e+02
196 0 +4.889602440e+01 +1.262060244e+02 +1.262060244e+02
223 0 +4.722907407e+01 +1.245390741e+02 +1.245390741e+02
259 0 +4.542304109e+01 +1.227330411e+02 +1.227330411e+02
261 0 +4.454884350e+01 +1.218588435e+02 +1.218588435e+02
316 0 +4.263651094e+01 +1.199465109e+02 +1.199465109e+02
349 0 +4.149183975e+01 +1.188018397e+02 +1.188018397e+02
397 0 +3.949821912e+01 +1.168082191e+02 +1.168082191e+02
436 0 +3.884829842e+01 +1.161582984e+02 +1.161582984e+02
446 0 +3.795529476e+01 +1.152652948e+02 +1.152652948e+02
499 0 +3.593413275e+01 +1.132441327e+02 +1.132441327e+02
